CHR	CENTER	MEAN_DELTA	N_SNPS
15	5119890	-0.003944	8896
15	5219890	-0.007874	8937
15	5319890	-0.006491	8668
15	5419890	-0.004515	8602
15	5519890	-0.001462	8276
15	5619890	-0.005200	8035
15	5719890	-0.005391	8406
15	5819890	-0.003535	8189
15	5919890	-0.001762	7588
15	6019890	-0.002639	7790
15	6119890	-0.001468	7734
15	6219890	0.002702	7765
15	6319890	0.002115	8357
15	6419890	0.004732	8523
15	6519890	0.008063	9385
15	6619890	0.009695	9400
15	6719890	0.010589	9217
15	6819890	0.008391	9323
15	6919890	0.009988	9508
15	7019890	0.004942	8954
15	7119890	0.004953	8606
15	7219890	0.004966	8189
15	7319890	0.006264	7609
15	7419890	0.003629	7513
15	7519890	-0.000300	7307
15	7619890	-0.000557	7104
15	7719890	-0.001323	7070
15	7819890	0.010012	7415
15	7919890	0.012043	7246
15	8019890	0.016882	7504
15	8119890	0.014601	8163
15	8219890	0.017988	8578
15	8319890	0.016642	9004
15	8419890	0.015330	9124
15	8519890	0.015800	9024
15	8619890	0.011889	9165
15	8719890	0.007837	9566
15	8819890	-0.002104	10008
15	8919890	-0.004247	10367
15	9019890	-0.005328	10365
15	9119890	-0.007399	10065
15	9219890	-0.012855	9690
15	9319890	-0.015666	9413
15	9419890	-0.017186	9241
15	9519890	-0.019769	9174
15	9619890	-0.016671	9610
15	9719890	-0.017721	9256
15	9819890	-0.019130	8827
15	9919890	-0.021437	8923
15	10019890	-0.022220	8761
15	10119890	-0.018373	9307
15	10219890	-0.017227	10156
15	10319890	-0.016142	10816
15	10419890	-0.010776	11311
15	10519890	-0.012850	11419
15	10619890	-0.011393	11224
15	10719890	-0.008292	11705
15	10819890	-0.007753	11809
15	10919890	-0.006085	12070
15	11019890	-0.005068	12424
15	11119890	-0.003973	11682
15	11219890	-0.000104	11560
15	11319890	0.003411	10985
15	11419890	0.001589	10892
15	11519890	0.003648	11270
15	11619890	0.002956	11216
15	11719890	0.005166	10986
15	11819890	0.009468	10696
15	11919890	0.006139	10908
15	12019890	0.001167	11651
15	12119890	0.001945	11896
15	12219890	-0.000940	11627
15	12319890	-0.003989	11784
15	12419890	-0.006268	11500
15	12519890	-0.004232	11835
15	12619890	-0.002355	11652
15	12719890	-0.003968	11352
15	12819890	-0.006231	11482
15	12919890	-0.004303	11258
15	13019890	0.000828	10396
15	13119890	-0.000256	10754
15	13219890	0.003345	10592
15	13319890	0.004617	10297
15	13419890	0.007892	10414
15	13519890	0.006740	9688
15	13619890	0.003639	9746
15	13719890	0.004305	9973
15	13819890	0.004442	10010
15	13919890	0.004450	9699
15	14019890	0.003809	9486
15	14119890	-0.000094	9121
15	14219890	-0.003694	9191
15	14319890	-0.004020	9551
15	14419890	-0.008633	9256
15	14519890	-0.009764	9310
15	14619890	-0.006628	9594
15	14719890	-0.007750	9854
15	14819890	-0.013032	9783
15	14919890	-0.012194	9800
15	15019890	-0.011414	10472
15	15119890	-0.006258	10371
15	15219890	-0.004381	10938
15	15319890	-0.005501	11333
15	15419890	-0.003766	11469
15	15519890	-0.003991	11502
15	15619890	-0.007633	11344
15	15719890	-0.008796	11344
15	15819890	-0.005310	11316
15	15919890	-0.006183	11237
15	16019890	-0.005708	10899
15	16119890	-0.009934	11060
15	16219890	-0.012264	10662
15	16319890	-0.008809	10004
15	16419890	-0.011405	10283
15	16519890	-0.007331	10140
15	16619890	-0.005493	10040
15	16719890	-0.004352	10089
15	16819890	-0.001797	9977
15	16919890	-0.002616	10521
15	17019890	-0.002601	10330
15	17119890	0.001800	10087
15	17219890	0.003156	10139
15	17319890	0.002099	10140
15	17419890	0.005792	9394
15	17519890	0.002780	9451
15	17619890	0.005818	9249
15	17719890	0.007399	8438
15	17819890	0.004687	8289
15	17919890	0.008593	6983
15	18019890	0.008292	6179
15	18119890	0.005596	5473
15	18219890	0.005234	4445
15	18319890	0.002729	3677
15	18419890	0.003371	3100
15	18519890	0.003732	2047
15	18619890	-0.008267	1358
15	18719890	-0.013826	816
15	18819890	-0.004253	137
15	18919890	-0.007856	56
16	502633	-0.006435	8165
16	602633	-0.006104	8866
16	702633	-0.007156	9121
16	802633	-0.005357	9573
16	902633	-0.004142	9805
16	1002633	0.000088	9357
16	1102633	-0.003419	9209
16	1202633	0.002367	8823
16	1302633	-0.000171	8421
16	1402633	0.004641	8462
16	1502633	0.003958	8455
16	1602633	0.005371	8700
16	1702633	0.005191	8939
16	1802633	0.010231	9314
16	1902633	0.010246	9300
16	2002633	0.009342	9565
16	2102633	0.009789	9041
16	2202633	0.008566	9001
16	2302633	0.004765	9504
16	2402633	0.005636	9742
16	2502633	0.006775	9833
16	2602633	0.004999	9333
16	2702633	0.007280	9184
16	2802633	0.001140	8451
16	2902633	0.000675	8430
16	3002633	-0.006590	8228
16	3102633	-0.009049	8727
16	3202633	-0.008718	9153
16	3302633	-0.004005	8539
16	3402633	-0.006637	8820
16	3502633	-0.007494	8389
16	3602633	-0.004046	8800
16	3702633	-0.006150	9041
16	3802633	-0.006384	9420
16	3902633	-0.005970	9683
16	4002633	-0.001005	9949
16	4102633	0.002944	9570
16	4202633	0.004775	9618
16	4302633	0.003477	10438
16	4402633	0.003480	9956
16	4502633	0.006700	10475
16	4602633	0.005039	10802
16	4702633	0.007034	10819
16	4802633	0.003466	10952
16	4902633	0.002680	10764
16	5002633	0.003615	10361
16	5102633	0.002968	10331
16	5202633	-0.000870	10003
16	5302633	-0.000429	9118
16	5402633	0.000013	9056
16	5502633	-0.003444	8966
16	5602633	-0.003879	9546
16	5702633	-0.003989	9885
16	5802633	0.002769	9883
16	5902633	0.002930	9979
16	6002633	0.002311	10163
16	6102633	0.003590	10272
16	6202633	0.005163	10330
16	6302633	0.002815	11016
16	6402633	0.003514	11268
16	6502633	0.000768	10825
16	6602633	0.000863	9941
16	6702633	0.001536	9530
16	6802633	-0.004429	9273
16	6902633	-0.001558	9584
16	7002633	-0.001881	9837
16	7102633	-0.003726	9798
16	7202633	0.000316	10293
16	7302633	0.000518	10414
16	7402633	0.001004	10373
16	7502633	0.003856	11038
16	7602633	0.003105	11426
16	7702633	0.002868	11408
16	7802633	0.006585	11820
16	7902633	0.007105	11182
16	8002633	0.007387	10783
16	8102633	0.010570	10672
16	8202633	0.006917	9921
16	8302633	0.007443	9472
16	8402633	0.004394	9070
16	8502633	0.004958	8327
16	8602633	0.006153	7711
16	8702633	0.004950	7695
16	8802633	0.007543	7079
16	8902633	0.006749	7011
16	9002633	0.010122	7182
16	9102633	0.003580	7063
16	9202633	0.005781	6971
16	9302633	0.007465	6596
16	9402633	0.009787	6381
16	9502633	0.010341	6498
16	9602633	0.011154	6359
16	9702633	0.011170	5898
16	9802633	0.006693	5716
16	9902633	0.004860	5555
16	10002633	0.002397	5450
16	10102633	0.004904	5469
16	10202633	0.002258	5610
16	10302633	0.000836	5666
16	10402633	-0.001538	6082
16	10502633	0.000993	6258
16	10602633	-0.000741	6238
16	10702633	-0.000720	6776
16	10802633	-0.005463	7090
16	10902633	-0.006482	7647
16	11002633	-0.009176	7824
16	11102633	-0.013572	7852
16	11202633	-0.013767	7751
16	11302633	-0.013079	8204
16	11402633	-0.008202	8509
16	11502633	-0.013295	8915
16	11602633	-0.011163	9693
16	11702633	-0.011613	9462
16	11802633	-0.011482	9619
16	11902633	-0.008458	9576
16	12002633	-0.008334	9786
16	12102633	-0.002645	10016
16	12202633	-0.001707	10578
16	12302633	0.000128	10747
16	12402633	0.004218	10922
16	12502633	0.005267	10815
16	12602633	0.002152	10587
16	12702633	0.003069	11158
16	12802633	0.005201	11619
16	12902633	0.002598	11765
16	13002633	0.002973	11435
16	13102633	-0.000170	11520
16	13202633	-0.001747	11004
16	13302633	-0.002178	10698
16	13402633	-0.009714	10579
16	13502633	-0.010417	10343
16	13602633	-0.010522	10300
16	13702633	-0.009962	10054
16	13802633	-0.012626	9925
16	13902633	-0.014989	9773
16	14002633	-0.015239	10061
16	14102633	-0.015050	10208
16	14202633	-0.014061	11066
16	14302633	-0.014211	11672
16	14402633	-0.014453	11370
16	14502633	-0.009986	11370
16	14602633	-0.007309	11341
16	14702633	-0.002988	12017
16	14802633	-0.001826	12507
16	14902633	-0.002509	12876
16	15002633	0.000314	12541
16	15102633	0.003888	12546
16	15202633	0.002009	12180
16	15302633	0.001366	11964
16	15402633	0.006719	12214
16	15502633	0.004482	13083
16	15602633	0.004278	13755
16	15702633	0.001035	13405
16	15802633	-0.000245	13310
16	15902633	0.001395	13210
16	16002633	0.000541	13942
16	16102633	-0.006316	14323
16	16202633	-0.003108	15147
16	16302633	0.005623	15791
16	16402633	0.000740	15804
16	16502633	-0.000359	14785
16	16602633	0.000367	14628
16	16702633	-0.003369	14318
16	16802633	-0.002802	13484
16	16902633	-0.001704	13310
16	17002633	-0.003368	13354
16	17102633	-0.000191	13506
16	17202633	-0.008495	13498
16	17302633	-0.020185	12340
16	17402633	-0.020467	11167
16	17502633	-0.021402	10459
16	17602633	-0.025690	8951
16	17702633	-0.024411	7880
16	17802633	-0.024558	7046
16	17902633	-0.027470	6083
16	18002633	-0.032641	4515
16	18102633	-0.044176	2791
16	18202633	-0.017667	793
16	18302633	-0.025138	61
16	18402633	-0.024563	53
16	18502633	-0.021505	44
16	18602633	-0.015279	34
16	18702633	-0.023735	26
16	18802633	-0.019437	20
17	500617	-0.002996	5245
17	600617	0.001550	5930
17	700617	0.001258	6910
17	800617	-0.003619	7847
17	900617	-0.000625	9155
17	1000617	-0.002034	9862
17	1100617	-0.000308	9859
17	1200617	0.000741	9995
17	1300617	0.007137	10178
17	1400617	0.005425	9879
17	1500617	0.005165	9703
17	1600617	0.004280	9715
17	1700617	0.009360	9983
17	1800617	0.011854	10366
17	1900617	0.007543	10057
17	2000617	0.005860	9986
17	2100617	0.001556	10656
17	2200617	-0.000574	10819
17	2300617	-0.003686	10627
17	2400617	-0.002674	11191
17	2500617	-0.001038	11811
17	2600617	-0.003380	12667
17	2700617	-0.006189	13030
17	2800617	-0.005911	12893
17	2900617	-0.003977	13268
17	3000617	0.000045	13543
17	3100617	0.000127	12859
17	3200617	0.000419	13068
17	3300617	0.003866	13276
17	3400617	0.003186	12318
17	3500617	0.001633	11591
17	3600617	-0.000441	11033
17	3700617	-0.003535	10336
17	3800617	-0.004716	10043
17	3900617	-0.008605	9538
17	4000617	-0.014152	9104
17	4100617	-0.011952	9053
17	4200617	-0.004130	8722
17	4300617	-0.002218	8795
17	4400617	0.005317	9273
17	4500617	0.001051	9614
17	4600617	0.007262	9560
17	4700617	0.012940	9715
17	4800617	0.011508	9914
17	4900617	0.018187	10160
17	5000617	0.021955	10186
17	5100617	0.021051	10879
17	5200617	0.014572	11819
17	5300617	0.008083	12335
17	5400617	-0.002089	12463
17	5500617	0.004062	12406
17	5600617	0.003345	12373
17	5700617	-0.002624	12259
17	5800617	0.001045	11929
17	5900617	-0.002336	12034
17	6000617	-0.006694	12317
17	6100617	-0.006567	11842
17	6200617	-0.011737	11107
17	6300617	-0.009353	9996
17	6400617	0.000573	10038
17	6500617	-0.003567	10077
17	6600617	-0.001807	10304
17	6700617	0.000961	9976
17	6800617	0.000400	10042
17	6900617	-0.000028	9937
17	7000617	0.005462	9530
17	7100617	0.004227	9158
17	7200617	0.009801	8775
17	7300617	0.006370	9175
17	7400617	-0.002294	8675
17	7500617	-0.001460	8446
17	7600617	-0.003657	8758
17	7700617	0.010692	9416
17	7800617	0.008322	9574
17	7900617	0.008211	9484
17	8000617	0.005230	9796
17	8100617	0.007470	10046
17	8200617	0.011350	9944
17	8300617	0.012638	9671
17	8400617	0.016220	9787
17	8500617	0.013597	10034
17	8600617	0.012151	9357
17	8700617	-0.002556	9025
17	8800617	-0.001630	9234
17	8900617	-0.000532	8782
17	9000617	-0.005643	8866
17	9100617	-0.004702	8973
17	9200617	-0.004957	9114
17	9300617	-0.005309	9254
17	9400617	0.000837	9220
17	9500617	0.002916	8662
17	9600617	0.005282	8705
17	9700617	0.012567	8625
17	9800617	0.008544	8367
17	9900617	0.008053	8881
17	10000617	0.015076	9038
17	10100617	0.013389	9086
17	10200617	0.010929	9341
17	10300617	0.016509	9217
17	10400617	0.013895	9043
17	10500617	0.011601	9441
17	10600617	0.013936	9728
17	10700617	0.005056	9855
17	10800617	0.010476	9525
17	10900617	0.009142	9414
17	11000617	0.005768	9217
17	11100617	0.004465	9393
17	11200617	-0.000745	9475
17	11300617	-0.007414	9274
17	11400617	-0.011325	9514
17	11500617	-0.013211	9693
17	11600617	-0.013447	9663
17	11700617	-0.008550	9717
17	11800617	-0.011111	10194
17	11900617	-0.011092	10131
17	12000617	-0.007592	9692
17	12100617	-0.012681	9573
17	12200617	-0.009948	9289
17	12300617	-0.009983	9349
17	12400617	-0.006807	9290
17	12500617	-0.003435	9171
17	12600617	-0.005533	8967
17	12700617	-0.007989	9161
17	12800617	-0.010958	8966
17	12900617	-0.010359	9235
17	13000617	-0.008509	9735
17	13100617	-0.001675	9689
17	13200617	-0.000845	9627
17	13300617	-0.001199	9951
17	13400617	-0.003309	10295
17	13500617	-0.007143	10725
17	13600617	-0.002473	10847
17	13700617	-0.002332	10571
17	13800617	-0.001656	10592
17	13900617	-0.001514	10120
17	14000617	-0.004319	9758
17	14100617	-0.003638	9958
17	14200617	-0.003435	10202
17	14300617	0.000561	10039
17	14400617	0.001813	9793
17	14500617	0.005217	9375
17	14600617	-0.003201	9498
17	14700617	-0.003630	9142
17	14800617	0.001684	9698
17	14900617	0.003013	10110
17	15000617	0.000666	10263
17	15100617	-0.002918	10093
17	15200617	-0.003081	9926
17	15300617	-0.005153	10325
17	15400617	-0.005684	10781
17	15500617	-0.003526	11201
17	15600617	-0.001988	11734
17	15700617	-0.001625	11858
17	15800617	-0.001891	11411
17	15900617	0.001781	11537
17	16000617	0.004860	11752
17	16100617	-0.002198	12500
17	16200617	-0.004848	13233
17	16300617	-0.004452	13122
17	16400617	-0.002389	13362
17	16500617	-0.002524	13421
17	16600617	-0.000823	12622
17	16700617	-0.000093	12841
17	16800617	-0.003903	12812
17	16900617	-0.008450	12285
17	17000617	-0.011165	11163
17	17100617	-0.003082	9396
17	17200617	0.000001	7789
17	17300617	-0.000594	6639
17	17400617	-0.003413	5053
17	17500617	-0.004426	3730
17	17600617	-0.013676	2857
17	17700617	-0.020655	1853
17	17800617	-0.002608	858
17	17900617	0.021451	132
17	18000617	0.043706	28
17	18100617	0.098246	9
18	500014	0.013448	9225
18	600014	0.008249	9505
18	700014	0.000889	8842
18	800014	0.001190	9219
18	900014	0.002381	9623
18	1000014	-0.004453	9893
18	1100014	-0.007598	10279
18	1200014	-0.013070	10306
18	1300014	-0.021928	10377
18	1400014	-0.024394	10008
18	1500014	-0.026111	9862
18	1600014	-0.021292	10219
18	1700014	-0.019969	10498
18	1800014	-0.021500	10845
18	1900014	-0.023968	11154
18	2000014	-0.017147	11663
18	2100014	-0.014081	12060
18	2200014	-0.011761	12580
18	2300014	-0.007759	12520
18	2400014	-0.005639	12146
18	2500014	-0.003965	12175
18	2600014	-0.006849	12157
18	2700014	-0.002339	11793
18	2800014	-0.003745	11248
18	2900014	-0.002002	10933
18	3000014	0.003179	10615
18	3100014	0.001645	10308
18	3200014	-0.002377	10419
18	3300014	-0.005974	10478
18	3400014	-0.009413	10744
18	3500014	-0.009429	10640
18	3600014	-0.003600	10409
18	3700014	-0.000058	10815
18	3800014	0.004721	10926
18	3900014	0.004077	10961
18	4000014	0.002446	10674
18	4100014	0.003609	10168
18	4200014	0.007079	10388
18	4300014	0.010099	10167
18	4400014	0.012291	9952
18	4500014	0.016291	9892
18	4600014	0.014345	9721
18	4700014	0.012524	9927
18	4800014	0.007626	9815
18	4900014	0.008772	9801
18	5000014	-0.003407	10149
18	5100014	-0.007025	10127
18	5200014	-0.007766	9199
18	5300014	-0.006260	9304
18	5400014	-0.002591	10017
18	5500014	-0.005067	10201
18	5600014	-0.000596	10237
18	5700014	-0.003404	10271
18	5800014	0.000250	10137
18	5900014	-0.000093	10328
18	6000014	0.005333	10348
18	6100014	0.001995	10999
18	6200014	0.003850	11757
18	6300014	0.005445	12646
18	6400014	0.003425	12573
18	6500014	0.002061	12790
18	6600014	-0.002551	12515
18	6700014	-0.001158	11755
18	6800014	-0.002921	11820
18	6900014	-0.005071	11370
18	7000014	-0.004106	10961
18	7100014	0.002935	10731
18	7200014	0.000697	10503
18	7300014	-0.001785	9647
18	7400014	-0.001541	9482
18	7500014	0.000641	9508
18	7600014	-0.001835	10010
18	7700014	-0.002145	10072
18	7800014	-0.008027	10415
18	7900014	-0.003886	10441
18	8000014	-0.005897	10517
18	8100014	-0.007171	10236
18	8200014	-0.006810	9834
18	8300014	-0.009348	9848
18	8400014	-0.002911	9365
18	8500014	-0.003154	8987
18	8600014	0.002711	8644
18	8700014	0.002501	8587
18	8800014	0.010257	8000
18	8900014	0.006005	8041
18	9000014	0.009114	7984
18	9100014	0.002569	7869
18	9200014	0.001243	8144
18	9300014	0.003974	8539
18	9400014	0.000501	8971
18	9500014	-0.007611	9121
18	9600014	-0.010674	9237
18	9700014	-0.007335	9507
18	9800014	-0.004081	10085
18	9900014	-0.004981	10594
18	10000014	-0.005200	10658
18	10100014	-0.002527	11095
18	10200014	-0.002553	11020
18	10300014	-0.007448	10876
18	10400014	-0.011547	10529
18	10500014	-0.008779	9985
18	10600014	-0.006881	9719
18	10700014	-0.011232	9281
18	10800014	-0.013842	9174
18	10900014	-0.010608	8911
18	11000014	-0.009164	8881
18	11100014	-0.011616	8695
18	11200014	-0.013204	8731
18	11300014	-0.013461	8113
18	11400014	-0.016208	7999
18	11500014	-0.013578	8059
18	11600014	-0.017983	8496
18	11700014	-0.011887	8853
18	11800014	-0.010586	8810
18	11900014	-0.013866	8662
18	12000014	-0.013503	8553
18	12100014	-0.008740	8746
18	12200014	-0.006840	8453
18	12300014	-0.004049	8943
18	12400014	-0.000823	9041
18	12500014	0.001254	9145
18	12600014	0.004759	8735
18	12700014	-0.000155	8375
18	12800014	-0.005552	8471
18	12900014	-0.008298	8610
18	13000014	-0.008758	9026
18	13100014	-0.009746	9142
18	13200014	-0.009274	9103
18	13300014	-0.009510	8924
18	13400014	-0.009489	8994
18	13500014	-0.012992	9104
18	13600014	-0.010053	9469
18	13700014	-0.014508	9645
18	13800014	-0.014065	9328
18	13900014	-0.013410	9333
18	14000014	-0.017028	9090
18	14100014	-0.020058	8482
18	14200014	-0.018104	8500
18	14300014	-0.016532	8644
18	14400014	-0.016223	8415
18	14500014	-0.011619	8778
18	14600014	-0.015749	8933
18	14700014	-0.012942	9144
18	14800014	-0.012563	9115
18	14900014	-0.006148	9300
18	15000014	-0.003950	9037
18	15100014	-0.001793	9512
18	15200014	-0.003004	10057
18	15300014	-0.003865	9908
18	15400014	-0.002586	10010
18	15500014	-0.010351	9734
18	15600014	-0.006827	9090
18	15700014	-0.003086	8387
18	15800014	0.004314	8574
18	15900014	0.001494	8321
18	16000014	-0.000207	8705
18	16100014	-0.006684	9409
18	16200014	-0.009629	9477
18	16300014	-0.006672	10072
18	16400014	-0.005735	11048
18	16500014	-0.000915	12230
18	16600014	0.001655	13043
18	16700014	0.001284	14362
18	16800014	-0.001333	14895
18	16900014	-0.001334	14327
18	17000014	0.000485	13636
18	17100014	0.005204	11854
18	17200014	0.008958	10570
18	17300014	0.009383	9012
18	17400014	0.009238	7212
18	17500014	0.013870	5203
18	17600014	0.006801	3804
18	17700014	0.009424	2165
18	17800014	0.020320	703
18	17900014	0.025954	351
18	18000014	-0.015587	17
19	502685	-0.017779	9856
19	602685	-0.012520	10783
19	702685	-0.009033	11217
19	802685	-0.008201	11094
19	902685	-0.012323	11067
19	1002685	-0.001930	11671
19	1102685	-0.000492	11923
19	1202685	0.002065	12159
19	1302685	0.007921	12286
19	1402685	0.008435	12322
19	1502685	0.008386	12419
19	1602685	0.008047	12033
19	1702685	0.006424	11893
19	1802685	0.008848	12218
19	1902685	0.013013	12191
19	2002685	0.007479	11842
19	2102685	0.009993	11428
19	2202685	0.009572	11471
19	2302685	0.006647	11111
19	2402685	0.005615	11049
19	2502685	0.003318	10875
19	2602685	0.000082	11469
19	2702685	0.001377	11474
19	2802685	0.002112	11394
19	2902685	-0.000394	11213
19	3002685	0.001443	11269
19	3102685	-0.000918	11411
19	3202685	-0.005826	11086
19	3302685	-0.000936	11459
19	3402685	0.005314	11899
19	3502685	0.005490	11785
19	3602685	0.007712	11186
19	3702685	0.010094	11105
19	3802685	0.000588	11080
19	3902685	0.002626	10981
19	4002685	0.002550	10606
19	4102685	0.004235	10356
19	4202685	0.007985	10098
19	4302685	0.003172	9942
19	4402685	-0.001661	9561
19	4502685	-0.002001	9860
19	4602685	0.002411	9556
19	4702685	-0.005389	9488
19	4802685	0.003284	9076
19	4902685	0.003020	9482
19	5002685	0.001916	9528
19	5102685	0.003151	9730
19	5202685	0.018556	10522
19	5302685	0.016597	11512
19	5402685	0.021816	12287
19	5502685	0.025085	11915
19	5602685	0.018016	12720
19	5702685	0.020006	12918
19	5802685	0.020240	13038
19	5902685	0.021336	12787
19	6002685	0.023486	12578
19	6102685	0.020466	12498
19	6202685	0.006006	12006
19	6302685	0.006765	10601
19	6402685	-0.001849	9652
19	6502685	-0.006070	9332
19	6602685	-0.000766	9004
19	6702685	0.005284	8955
19	6802685	0.011902	8949
19	6902685	0.004941	8668
19	7002685	0.004067	9114
19	7102685	0.004726	9248
19	7202685	0.009068	9304
19	7302685	0.010009	9660
19	7402685	0.011720	9529
19	7502685	0.010686	9467
19	7602685	0.006679	9268
19	7702685	0.001363	8911
19	7802685	-0.001556	9374
19	7902685	0.000850	10270
19	8002685	-0.001178	10050
19	8102685	0.007308	9961
19	8202685	0.004889	10070
19	8302685	0.006957	10665
19	8402685	0.004988	10617
19	8502685	0.009663	10927
19	8602685	0.009149	10944
19	8702685	0.005320	11157
19	8802685	0.002220	11085
19	8902685	0.005361	10580
19	9002685	0.008134	10605
19	9102685	0.003805	10597
19	9202685	0.007586	10143
19	9302685	0.004567	9502
19	9402685	0.008317	10602
19	9502685	0.002696	10973
19	9602685	-0.002387	11409
19	9702685	-0.000238	11619
19	9802685	-0.001724	11565
19	9902685	-0.001936	11198
19	10002685	-0.000485	10918
19	10102685	-0.005747	10757
19	10202685	-0.007555	10737
19	10302685	-0.010379	10397
19	10402685	-0.021572	9268
19	10502685	-0.017671	8723
19	10602685	-0.009130	8006
19	10702685	-0.003505	7730
19	10802685	0.001325	7241
19	10902685	-0.006497	7262
19	11002685	-0.005120	7221
19	11102685	0.000790	7288
19	11202685	0.001151	7476
19	11302685	-0.001965	7934
19	11402685	-0.004510	8292
19	11502685	-0.002244	8678
19	11602685	0.000288	9592
19	11702685	-0.003631	9783
19	11802685	-0.006863	10168
19	11902685	-0.007434	10590
19	12002685	-0.012635	10896
19	12102685	-0.016000	10734
19	12202685	-0.016842	10497
19	12302685	-0.009351	10355
19	12402685	-0.002842	10447
19	12502685	-0.005129	10171
19	12602685	-0.008680	9428
19	12702685	-0.011766	9598
19	12802685	-0.011998	9383
19	12902685	-0.004655	9311
19	13002685	-0.001870	9488
19	13102685	-0.000942	9922
19	13202685	-0.002995	10128
19	13302685	-0.001837	10077
19	13402685	0.002035	10031
19	13502685	-0.002299	10039
19	13602685	0.003121	10282
19	13702685	0.008747	9817
19	13802685	0.011339	9720
19	13902685	0.012842	9561
19	14002685	0.010511	9426
19	14102685	0.012894	9398
19	14202685	0.013309	9196
19	14302685	0.007801	9127
19	14402685	0.007760	8836
19	14502685	0.015042	8970
19	14602685	0.010888	8909
19	14702685	0.006666	8884
19	14802685	0.006187	9405
19	14902685	0.002495	9331
19	15002685	0.004974	8841
19	15102685	0.008091	8207
19	15202685	0.005445	8314
19	15302685	0.007529	8601
19	15402685	0.009768	8554
19	15502685	0.006006	8044
19	15602685	0.005023	7736
19	15702685	0.008679	7476
19	15802685	0.008568	6652
19	15902685	0.013513	6358
19	16002685	0.009758	6714
19	16102685	0.005966	6660
19	16202685	0.011389	6410
19	16302685	0.007809	5869
19	16402685	-0.001121	5268
19	16502685	0.001726	5043
19	16602685	0.001159	4594
19	16702685	-0.000384	4273
19	16802685	-0.002099	3816
19	16902685	-0.008147	3323
19	17002685	-0.004078	2556
19	17102685	-0.002948	2092
19	17202685	-0.006646	1569
19	17302685	0.010942	1009
19	17402685	0.012749	689
19	17502685	0.000455	334
19	17602685	-0.002626	197
19	17702685	-0.007635	89
19	17802685	-0.006658	85
19	17902685	-0.013092	9
20	500062	-0.002420	10821
20	600062	-0.003767	10638
20	700062	-0.003529	9690
20	800062	-0.004964	9450
20	900062	0.001053	9226
20	1000062	0.004571	9430
20	1100062	0.006034	10157
20	1200062	0.006823	9929
20	1300062	0.007802	9634
20	1400062	0.006787	10350
20	1500062	0.005587	10638
20	1600062	0.004689	10493
20	1700062	0.003501	10728
20	1800062	0.004702	10995
20	1900062	0.001308	11201
20	2000062	-0.001042	11192
20	2100062	-0.003421	11146
20	2200062	-0.001402	11497
20	2300062	-0.000330	11703
20	2400062	0.004235	11708
20	2500062	0.004852	11206
20	2600062	0.006351	11593
20	2700062	0.006442	12009
20	2800062	0.005654	12358
20	2900062	0.002732	12770
20	3000062	0.003820	11794
20	3100062	0.000265	11602
20	3200062	0.001293	11468
20	3300062	-0.001577	11409
20	3400062	-0.005309	10791
20	3500062	-0.003607	10992
20	3600062	-0.003861	11294
20	3700062	-0.004439	11087
20	3800062	-0.004421	10659
20	3900062	0.001193	9755
20	4000062	0.000642	10713
20	4100062	0.002949	10694
20	4200062	-0.002757	10395
20	4300062	-0.001931	9747
20	4400062	-0.000107	9465
20	4500062	0.001055	9751
20	4600062	0.001973	9381
20	4700062	-0.002086	9482
20	4800062	-0.002012	9404
20	4900062	-0.000196	9324
20	5000062	0.000072	9204
20	5100062	0.000232	9056
20	5200062	-0.000378	9385
20	5300062	0.000376	10266
20	5400062	-0.002295	10775
20	5500062	-0.006262	11206
20	5600062	0.004075	12195
20	5700062	0.008985	11764
20	5800062	0.009145	11337
20	5900062	0.006919	10986
20	6000062	0.006137	10683
20	6100062	0.006401	10675
20	6200062	0.006570	10178
20	6300062	0.009560	9351
20	6400062	0.008849	8767
20	6500062	0.012044	7710
20	6600062	-0.013437	6189
20	6700062	-0.012106	6691
20	6800062	-0.009183	7149
20	6900062	0.005775	8433
20	7000062	0.014453	9295
20	7100062	0.014456	9109
20	7200062	0.012722	9396
20	7300062	0.011204	9342
20	7400062	0.014529	9183
20	7500062	0.014856	9425
20	7600062	0.019874	9641
20	7700062	0.011451	10314
20	7800062	0.010598	10147
20	7900062	-0.000322	9584
20	8000062	-0.011440	8809
20	8100062	-0.010225	8813
20	8200062	-0.002858	9003
20	8300062	-0.005897	9840
20	8400062	-0.011841	9964
20	8500062	-0.008449	10632
20	8600062	-0.005686	10887
20	8700062	0.000501	9680
20	8800062	-0.000949	9783
20	8900062	-0.003870	9440
20	9000062	0.004012	9892
20	9100062	0.002898	9773
20	9200062	0.002117	9801
20	9300062	0.003219	9522
20	9400062	0.008142	9705
20	9500062	0.007633	9215
20	9600062	0.008350	8784
20	9700062	0.011745	8779
20	9800062	0.012429	8504
20	9900062	0.013601	8823
20	10000062	0.006807	8661
20	10100062	0.007565	8924
20	10200062	0.007038	8815
20	10300062	0.011051	8615
20	10400062	0.007879	8565
20	10500062	0.000003	8813
20	10600062	-0.007581	9436
20	10700062	-0.011233	10131
20	10800062	-0.008360	10815
20	10900062	-0.007222	11091
20	11000062	-0.006153	10915
20	11100062	-0.006643	11080
20	11200062	-0.006341	10950
20	11300062	-0.006566	10674
20	11400062	-0.001712	10920
20	11500062	0.006682	11162
20	11600062	0.015341	10559
20	11700062	0.017481	9533
20	11800062	0.016892	8863
